24.153.0.0,24.153.31.255,isp,CA,AS812 
24.153.232.112,24.153.232.119,business,US,AS11427 
24.153.232.120,24.153.232.127,isp,US,AS11427 
24.153.232.128,24.153.232.135,business,US,AS11427 
24.153.232.136,24.153.232.207,isp,US,AS11427 
24.153.232.208,24.153.232.215,business,US,AS11427 
24.153.232.216,24.153.232.239,isp,US,AS11427 
24.153.232.240,24.153.232.247,business,US,AS11427 
24.153.232.248,24.153.233.63,isp,US,AS11427 
24.153.233.64,24.153.233.71,business,US,AS11427 
24.153.233.72,24.153.233.95,isp,US,AS11427 
24.153.233.96,24.153.233.103,business,US,AS11427 
24.153.233.104,24.153.233.111,isp,US,AS11427 
24.153.233.112,24.153.233.119,business,US,AS11427 
24.153.233.120,24.153.233.135,isp,US,AS11427 
24.153.233.136,24.153.233.139,business,US,AS11427 
24.153.233.140,24.153.233.175,isp,US,AS11427 
24.153.233.176,24.153.233.191,business,US,AS11427 
24.153.233.192,24.153.234.183,isp,US,AS11427 
24.153.234.184,24.153.234.191,business,US,AS11427 
24.153.234.192,24.153.235.7,isp,US,AS11427 
24.153.235.8,24.153.235.15,business,US,AS11427 
24.153.235.16,24.153.235.63,isp,US,AS11427 
24.153.235.64,24.153.235.71,business,US,AS11427 
24.153.235.72,24.153.236.7,isp,US,AS11427 
24.153.236.8,24.153.236.15,business,US,AS11427 
24.153.236.16,24.153.236.47,isp,US,AS11427 
24.153.236.48,24.153.236.55,business,US,AS11427 
24.153.236.56,24.153.237.71,isp,US,AS11427 
24.153.237.72,24.153.237.79,business,US,AS11427 
24.153.237.80,24.153.237.207,isp,US,AS11427 
24.153.237.208,24.153.237.223,business,US,AS11427 
24.153.237.224,24.153.237.231,isp,US,AS11427 
24.153.237.232,24.153.237.247,business,US,AS11427 
24.153.237.248,24.153.238.151,isp,US,AS11427 
24.153.238.152,24.153.238.159,business,US,AS11427 
24.153.238.160,24.153.238.207,isp,US,AS11427 
24.153.238.208,24.153.238.215,business,US,AS11427 
24.153.238.216,24.153.238.239,isp,US,AS11427 
24.153.238.240,24.153.238.247,business,US,AS11427 
24.153.238.248,24.153.238.255,isp,US,AS11427 
24.153.239.0,24.153.239.15,business,US,AS11427 
24.153.239.16,24.153.239.47,isp,US,AS11427 
24.153.239.48,24.153.239.55,business,US,AS11427 
24.153.239.56,24.153.239.159,isp,US,AS11427 
24.153.239.160,24.153.239.167,business,US,AS11427 
24.153.239.168,24.153.239.191,isp,US,AS11427 
24.153.239.192,24.153.239.199,business,US,AS11427 
24.153.239.200,24.153.239.207,isp,US,AS11427 
24.153.239.208,24.153.239.215,business,US,AS11427 
24.153.239.216,24.153.239.247,isp,US,AS11427 
24.153.239.248,24.153.240.15,business,US,AS11427 
24.153.240.16,24.153.240.23,isp,US,AS11427 
24.153.240.24,24.153.240.31,business,US,AS11427 
24.153.240.32,24.153.240.47,isp,US,AS11427 
24.153.240.48,24.153.240.63,business,US,AS11427 
24.153.240.64,24.153.240.119,isp,US,AS11427 
24.153.240.120,24.153.240.127,business,US,AS11427 
24.153.240.128,24.153.240.207,isp,US,AS11427 
24.153.240.208,24.153.240.215,business,US,AS11427 
24.153.240.216,24.153.240.223,isp,US,AS11427 
24.153.240.224,24.153.240.231,business,US,AS11427 
24.153.240.232,24.153.241.15,isp,US,AS11427 
24.153.241.16,24.153.241.23,business,US,AS11427 
24.153.241.24,24.153.241.31,isp,US,AS11427 
24.153.241.32,24.153.241.39,business,US,AS11427 
24.153.241.40,24.153.241.63,isp,US,AS11427 
24.153.241.64,24.153.241.79,education,US,AS11427 
24.153.241.80,24.153.241.159,isp,US,AS11427 
24.153.241.160,24.153.241.175,business,US,AS11427 
24.153.241.176,24.153.242.63,isp,US,AS11427 
24.153.242.64,24.153.242.71,business,US,AS11427 
24.153.242.72,24.153.242.95,isp,US,AS11427 
24.153.242.96,24.153.242.103,business,US,AS11427 
24.153.242.104,24.153.243.167,isp,US,AS11427 
24.153.243.168,24.153.243.175,business,US,AS11427 
24.153.243.176,24.153.243.215,isp,US,AS11427 
24.153.243.216,24.153.243.223,business,US,AS11427 
24.153.243.224,24.153.244.111,isp,US,AS11427 
24.153.244.112,24.153.244.119,business,US,AS11427 
24.153.244.120,24.153.244.175,isp,US,AS11427 
24.153.244.176,24.153.244.183,business,US,AS11427 
24.153.244.184,24.153.244.191,isp,US,AS11427 
24.153.244.192,24.153.244.255,business,US,AS11427 
24.153.245.0,24.153.245.35,isp,US,AS11427 
24.153.245.36,24.153.245.39,business,US,AS11427 
24.153.245.40,24.153.245.223,isp,US,AS11427 
24.153.245.224,24.153.245.231,business,US,AS11427 
24.153.245.232,24.153.246.71,isp,US,AS11427 
24.153.246.72,24.153.246.79,education,US,AS11427 
24.153.246.80,24.153.246.95,isp,US,AS11427 
24.153.246.96,24.153.246.111,business,US,AS11427 
24.153.246.112,24.153.246.119,isp,US,AS11427 
24.153.246.120,24.153.246.135,business,US,AS11427 
24.153.246.136,24.153.246.159,isp,US,AS11427 
24.153.246.160,24.153.246.191,business,US,AS11427 
24.153.246.192,24.153.246.231,isp,US,AS11427 
24.153.246.232,24.153.246.239,business,US,AS11427 
24.153.246.240,24.153.246.247,isp,US,AS11427 
24.153.246.248,24.153.246.255,business,US,AS11427 
24.153.247.0,24.153.247.15,isp,US,AS11427 
24.153.247.16,24.153.247.23,business,US,AS11427 
24.153.247.24,24.153.255.255,isp,US,AS11427 
