213.197.0.0,213.197.63.255,isp,NL,AS1136 
213.197.254.8,213.197.254.119,isp,NL,AS15879 
213.197.254.120,213.197.254.127,business,NL,AS15879 
213.197.254.128,213.197.254.135,education,NL,AS15879 
213.197.254.136,213.197.254.143,isp,NL,AS15879 
213.197.254.144,213.197.254.151,business,NL,AS15879 
213.197.254.152,213.197.254.175,isp,NL,AS15879 
213.197.254.176,213.197.254.183,business,NL,AS15879 
213.197.254.184,213.197.254.247,isp,NL,AS15879 
213.197.254.248,213.197.254.255,business,NL,AS15879 
213.197.255.0,213.197.255.55,isp,NL,AS15879 
213.197.255.56,213.197.255.63,business,NL,AS15879 
213.197.255.64,213.197.255.71,isp,NL,AS15879 
213.197.255.72,213.197.255.95,business,NL,AS15879 
213.197.255.96,213.197.255.255,isp,NL,AS15879 
